id,item_id,item_amount,item_ingredient_0,amount_ingredient_0,item_ingredient_1,amount_ingredient_1,item_ingredient_2,amount_ingredient_2,item_ingredient_3,amount_ingredient_3,item_ingredient_4,amount_ingredient_4,item_ingredient_5,amount_ingredient_5,item_ingredient_6,amount_ingredient_6,item_ingredient_7,amount_ingredient_7
1112,1959,1,1958,1,5470,2,0,0,0,0,0,0,0,0,7,1,6,1
1113,5482,1,4930,2,0,0,0,0,0,0,0,0,0,0,7,1,-1,0
1114,5504,1,4876,2,0,0,0,0,0,0,0,0,0,0,7,1,-1,0
1115,5515,1,5516,3,0,0,0,0,0,0,0,0,0,0,7,1,-1,0
1116,2145,1,2143,1,5275,2,5383,1,0,0,0,0,0,0,7,1,6,1
1117,1960,1,1958,1,5470,1,5492,1,0,0,0,0,0,0,7,1,6,1
1118,4551,3,5487,1,5534,1,4795,1,0,0,0,0,0,0,7,1,6,1
1119,2146,1,5475,1,5364,1,5383,1,5334,1,0,0,0,0,7,1,6,1
1120,4856,3,4831,2,0,0,0,0,0,0,0,0,0,0,7,1,-1,0
1121,5476,1,5269,2,5495,1,0,0,0,0,0,0,0,0,7,1,-1,0
1122,5471,1,5557,1,5489,1,5518,1,0,0,0,0,0,0,7,1,-1,0
1123,4555,3,5487,1,5534,1,5552,1,0,0,0,0,0,0,7,1,6,1
1124,2147,1,5476,1,5276,1,5385,1,5334,1,0,0,0,0,7,1,6,1
1125,1961,1,5471,1,5402,1,0,0,0,0,0,0,0,0,7,1,6,1
1126,4597,3,5518,1,5492,1,5548,1,0,0,0,0,0,0,7,1,6,1
1127,4595,3,5518,1,5442,1,0,0,0,0,0,0,0,0,7,1,6,1
1128,4596,3,5518,1,5446,1,5539,1,0,0,0,0,0,0,7,1,6,1
1129,5483,1,5557,2,0,0,0,0,0,0,0,0,0,0,7,1,-1,0
1130,4594,3,5518,1,5454,1,5563,1,0,0,0,0,0,0,7,1,6,1
1131,2149,1,2147,1,5276,2,5386,1,0,0,0,0,0,0,7,1,6,1
1132,4598,3,5518,1,5495,1,5557,1,0,0,0,0,0,0,7,1,6,1
1133,1963,1,1961,1,5471,2,0,0,0,0,0,0,0,0,7,2,6,1
1134,4575,3,5489,1,5551,1,5442,1,0,0,0,0,0,0,7,2,6,1
1135,4574,3,5489,1,5560,1,5556,1,0,0,0,0,0,0,7,2,6,1
1136,2151,1,5476,1,5368,1,5386,1,5334,1,0,0,0,0,7,2,6,1
1137,4566,3,5518,1,5539,1,4832,1,0,0,0,0,0,0,7,2,6,1
1138,4576,3,5489,1,4886,1,5551,1,0,0,0,0,0,0,7,2,6,1
1139,5477,1,5270,2,5496,1,0,0,0,0,0,0,0,0,7,2,-1,0
1140,2156,1,5477,1,5277,1,5386,1,5335,1,0,0,0,0,7,2,6,2
1141,5522,1,5491,1,5518,1,0,0,0,0,0,0,0,0,7,2,-1,0
1142,4552,3,5487,1,5535,1,4796,1,0,0,0,0,0,0,7,2,6,2
1143,5484,1,4771,2,0,0,0,0,0,0,0,0,0,0,7,2,-1,0
1144,1965,1,1961,1,5471,1,5493,1,0,0,0,0,0,0,7,3,6,2
1145,5512,1,5523,1,5522,1,0,0,0,0,0,0,0,0,7,3,-1,0
1146,1967,1,5471,1,5405,1,0,0,0,0,0,0,0,0,7,3,6,2
1147,5485,1,5346,2,0,0,0,0,0,0,0,0,0,0,7,3,-1,0
1148,2160,1,2156,1,5277,2,5388,1,0,0,0,0,0,0,7,3,6,2
1149,5472,1,5549,1,5489,1,5518,1,0,0,0,0,0,0,7,3,-1,0
1150,5505,1,5436,2,0,0,0,0,0,0,0,0,0,0,7,3,-1,0
1151,4568,3,5518,1,5444,1,4836,1,0,0,0,0,0,0,7,3,6,3
1152,4603,3,5518,1,5499,1,5559,1,0,0,0,0,0,0,7,3,6,3
1153,4600,3,5518,1,5493,1,5541,1,0,0,0,0,0,0,7,3,6,3
1154,4601,3,5518,1,5499,1,5550,1,0,0,0,0,0,0,7,3,6,3
1155,4602,3,5518,1,4836,1,5499,1,0,0,0,0,0,0,7,3,6,3
1156,5478,1,5271,2,5493,1,0,0,0,0,0,0,0,0,7,4,-1,0
1157,4599,3,5518,1,5455,1,4796,1,0,0,0,0,0,0,7,4,6,3
1158,2166,1,5477,1,5064,1,5390,1,5336,1,0,0,0,0,7,4,6,3
1159,1969,1,1967,1,5471,2,5493,1,0,0,0,0,0,0,7,4,6,3
1160,4556,3,5487,1,5535,1,5543,1,0,0,0,0,0,0,7,4,6,3
1161,4579,3,5489,1,5554,1,5497,1,0,0,0,0,0,0,7,4,6,3
1162,4583,3,5489,1,5554,1,5543,1,0,0,0,0,0,0,7,4,6,3
1163,4580,3,5489,1,5554,1,5549,1,0,0,0,0,0,0,7,4,6,4
1164,4582,3,5489,1,5554,1,5541,1,0,0,0,0,0,0,7,4,6,4
1165,4581,3,5489,1,5554,1,5562,1,0,0,0,0,0,0,7,4,6,4
1166,1976,1,5472,1,5201,1,5409,1,0,0,0,0,0,0,7,5,6,4
1167,1974,1,5472,1,5199,1,5409,1,0,0,0,0,0,0,7,5,6,4
1168,1978,1,5472,1,5203,1,5409,1,0,0,0,0,0,0,7,5,6,4
1169,5517,1,5308,1,0,0,0,0,0,0,0,0,0,0,7,5,-1,0
1170,4567,3,5518,1,4843,1,5549,1,0,0,0,0,0,0,7,5,6,4
1171,5486,1,4903,1,4893,1,0,0,0,0,0,0,0,0,7,5,-1,0
1172,4553,3,5487,1,5536,1,4840,1,0,0,0,0,0,0,7,5,6,5
1173,4608,3,5518,1,5553,1,5455,1,0,0,0,0,0,0,7,5,6,5
1174,1983,1,5472,1,5200,1,5414,1,0,0,0,0,0,0,7,6,6,5
1175,1985,1,5472,1,5202,1,5414,1,0,0,0,0,0,0,7,6,6,5
1176,1981,1,5472,1,5198,1,5414,1,0,0,0,0,0,0,7,6,6,5
1177,4604,3,5518,1,5486,1,4845,1,0,0,0,0,0,0,7,6,6,5
1178,4607,3,5518,1,5564,1,5447,1,0,0,0,0,0,0,7,6,6,5
1179,4606,3,5518,1,5526,1,5558,1,0,0,0,0,0,0,7,6,6,5
1180,4605,3,5518,1,5054,1,5494,1,0,0,0,0,0,0,7,6,6,5
1181,4569,3,5066,1,5553,1,5494,1,0,0,0,0,0,0,7,6,6,5
1182,4559,3,5487,1,5536,1,4844,1,0,0,0,0,0,0,7,6,6,6
1183,4557,3,5487,1,5536,1,4840,1,0,0,0,0,0,0,7,6,6,6
1184,1635,1,1606,1,5259,1,0,0,0,0,0,0,0,0,8,1,-1,0
1185,2375,1,5058,1,5073,1,5373,1,0,0,0,0,0,0,2,4,5,4
1186,2350,1,2349,1,5058,1,5282,1,0,0,0,0,0,0,2,4,5,4
1187,1648,1,1616,1,5259,1,0,0,0,0,0,0,0,0,11,1,-1,0
1188,2324,1,5065,1,5099,1,5374,1,0,0,0,0,0,0,2,5,5,5
1189,2426,1,5065,1,5374,1,5284,1,5262,1,0,0,0,0,2,5,5,5
1190,2401,1,5065,1,5099,1,5374,1,0,0,0,0,0,0,2,5,5,5
1191,1642,1,1613,1,5260,1,0,0,0,0,0,0,0,0,8,1,-1,0
1192,2351,1,5059,1,5374,1,5282,1,0,0,0,0,0,0,2,5,5,5
1193,2376,1,5059,1,5373,1,5094,1,0,0,0,0,0,0,2,5,5,5
1194,2555,1,5059,1,5374,1,5063,1,0,0,0,0,0,0,2,5,5,5
1195,2440,1,5059,1,5374,1,5486,1,0,0,0,0,0,0,2,5,5,5
1196,2517,1,5059,1,5376,1,5262,1,0,0,0,0,0,0,2,5,5,5
1197,2529,1,5059,1,5374,1,5277,1,0,0,0,0,0,0,2,5,5,5
1198,2389,1,5059,1,5094,1,5486,1,0,0,0,0,0,0,2,5,5,5
1199,2543,1,5059,1,5376,1,5505,1,0,0,0,0,0,0,2,5,5,5
1200,1649,1,1621,1,5262,1,0,0,0,0,0,0,0,0,8,1,-1,0
1201,2338,1,5059,1,5376,1,5486,1,0,0,0,0,0,0,2,5,5,5
1202,2364,1,5059,2,5285,1,0,0,0,0,0,0,0,0,2,6,5,5
1203,2569,1,5059,1,5376,1,5262,1,0,0,0,0,0,0,2,6,5,5
1204,2491,1,5059,2,5376,1,0,0,0,0,0,0,0,0,2,6,5,5
1205,1800,1,1771,1,5262,1,0,0,0,0,0,0,0,0,11,1,-1,0
1206,1803,1,5059,3,5376,1,5064,2,5285,1,0,0,0,0,2,6,5,6
1207,5061,1,5121,3,0,0,0,0,0,0,0,0,0,0,8,3,-1,0
1208,5095,1,5061,1,0,0,0,0,0,0,0,0,0,0,8,3,-1,0
1209,5060,1,5061,2,5530,9,0,0,0,0,0,0,0,0,14,1,-1,0
1210,5571,1,5060,1,5068,2,0,0,0,0,0,0,0,0,14,1,17,1
1211,5573,1,5060,1,5061,2,0,0,0,0,0,0,0,0,14,1,17,1
1212,5570,1,5060,1,5068,2,0,0,0,0,0,0,0,0,14,1,17,1
1213,5572,1,5060,1,5061,2,0,0,0,0,0,0,0,0,14,1,17,1
1214,1670,1,1636,1,5061,1,5262,1,0,0,0,0,0,0,8,3,11,2
1215,1810,1,5566,1,5061,1,5262,1,0,0,0,0,0,0,8,3,11,2
1216,2441,1,5061,1,5378,1,5486,1,0,0,0,0,0,0,8,3,11,2
1217,2518,1,5061,1,5378,1,5262,1,0,0,0,0,0,0,8,3,11,2
1218,2339,1,5061,1,5378,1,5486,1,0,0,0,0,0,0,8,3,11,2
1219,2570,1,5061,1,5378,1,5262,1,0,0,0,0,0,0,8,3,11,2
1220,2365,1,5061,2,5288,1,0,0,0,0,0,0,0,0,8,3,11,2
1221,2390,1,5061,1,5095,1,5486,1,0,0,0,0,0,0,8,3,11,2
1222,2492,1,5061,2,5378,1,0,0,0,0,0,0,0,0,8,3,11,2
1223,2544,1,5061,1,5378,1,5505,1,0,0,0,0,0,0,8,3,11,2
1224,1743,1,5571,1,5061,1,5068,1,5378,1,0,0,0,0,14,1,17,1
1225,1882,1,5573,1,5061,3,5378,1,0,0,0,0,0,0,14,1,17,1
1226,1673,1,5570,1,5061,1,5068,1,5288,1,0,0,0,0,14,1,17,1
1227,1813,1,5572,1,5075,2,5378,1,0,0,0,0,0,0,14,1,17,1
1228,2244,1,2225,1,5071,1,0,0,0,0,0,0,0,0,9,1,-1,0
1229,3850,1,5435,1,5073,2,5058,1,0,0,0,0,0,0,3,4,5,4
1230,3622,1,5435,2,5073,2,5282,1,0,0,0,0,0,0,3,4,5,4
1231,2812,1,5079,2,5089,1,0,0,0,0,0,0,0,0,3,4,5,4
1232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,4
1233,2757,1,2667,1,5071,1,0,0,0,0,0,0,0,0,9,1,-1,0
1234,3628,1,5079,2,5089,1,0,0,0,0,0,0,0,0,3,5,5,4
1235,3149,1,5079,2,5089,1,5066,1,0,0,0,0,0,0,3,5,5,4
1236,3854,1,5079,2,5089,1,5282,1,0,0,0,0,0,0,3,5,5,4
1237,2278,1,2232,1,5072,1,0,0,0,0,0,0,0,0,11,1,-1,0
1238,3164,1,3021,1,5072,1,0,0,0,0,0,0,0,0,9,1,-1,0
1239,2477,1,2476,1,5066,2,0,0,0,0,0,0,0,0,3,5,5,5
1240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,5
1241,2264,1,2227,1,5374,1,0,0,0,0,0,0,0,0,11,1,-1,0
1242,3649,1,5079,3,5089,1,0,0,0,0,0,0,0,0,3,5,5,5
1243,3431,1,5065,3,5084,2,5285,1,0,0,0,0,0,0,3,5,5,5
1244,2279,1,5074,2,5094,3,0,0,0,0,0,0,0,0,3,5,5,5
1245,3180,1,5079,4,5066,1,0,0,0,0,0,0,0,0,3,5,5,5
1246,2300,1,2259,1,5277,1,5374,1,5260,1,0,0,0,0,9,1,-1,0
1247,3886,1,5458,1,5074,2,5059,1,0,0,0,0,0,0,3,6,5,5
1248,3218,1,3059,1,5082,1,0,0,0,0,0,0,0,0,11,1,-1,0
1249,3669,1,5458,1,5074,1,5059,1,0,0,0,0,0,0,3,6,5,5
1250,3243,1,5437,2,5072,1,0,0,0,0,0,0,0,0,9,1,-1,0
1251,2504,1,5074,1,5376,1,0,0,0,0,0,0,0,0,3,6,5,5
1252,2893,1,5074,1,5059,2,5094,1,0,0,0,0,0,0,3,6,5,6
1253,2296,1,5074,1,5059,2,5998,1,0,0,0,0,0,0,3,6,5,6
1254,5061,1,5121,3,0,0,0,0,0,0,0,0,0,0,9,3,-1,0
1255,5075,1,5061,2,0,0,0,0,0,0,0,0,0,0,9,3,-1,0
1256,5095,1,5061,1,0,0,0,0,0,0,0,0,0,0,9,3,-1,0
1257,5085,1,5061,1,0,0,0,0,0,0,0,0,0,0,9,3,-1,0
1258,5060,1,5061,2,5530,9,0,0,0,0,0,0,0,0,15,1,-1,0
1259,5587,1,5060,1,5095,2,0,0,0,0,0,0,0,0,15,1,17,1
1260,5585,1,5060,1,5095,2,0,0,0,0,0,0,0,0,15,1,17,1
1261,5586,1,5060,1,5095,2,0,0,0,0,0,0,0,0,15,1,17,1
1262,2922,1,5075,1,5074,1,5288,1,5282,1,0,0,0,0,9,3,11,2
1263,2928,1,5061,2,5068,1,0,0,0,0,0,0,0,0,9,3,11,2
1264,2912,1,5075,1,5084,1,0,0,0,0,0,0,0,0,9,3,11,2
1265,3700,1,5075,1,5084,1,5288,1,0,0,0,0,0,0,9,3,11,2
1266,3241,1,5075,1,5084,1,0,0,0,0,0,0,0,0,9,3,11,2
1267,3921,1,5075,1,5084,1,5288,1,0,0,0,0,0,0,9,3,11,2
1268,2911,1,5075,1,5074,1,5094,1,5059,1,0,0,0,0,9,3,11,2
1269,3701,1,5075,1,5074,1,5094,1,5288,1,0,0,0,0,9,3,11,2
1270,3928,1,5061,1,5288,1,5321,1,0,0,0,0,0,0,9,3,11,2
1271,2940,1,5060,1,5075,1,5095,1,5085,1,0,0,0,0,15,1,17,1
1272,3724,1,5060,1,5075,1,5061,2,0,0,0,0,0,0,15,1,17,1
1273,3943,1,5060,1,5075,2,5085,1,0,0,0,0,0,0,15,1,17,1
1274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,17,1
1275,3257,1,5105,1,5060,1,5288,1,5329,1,5085,1,0,0,15,1,17,1
1276,3256,1,5585,1,5075,2,5068,1,5064,1,0,0,0,0,15,1,17,1
1277,3723,1,5586,1,5075,1,5085,1,5068,1,5064,1,0,0,15,1,17,1
1278,3498,1,5587,1,5075,1,5085,1,5068,1,5064,1,0,0,15,1,17,1
1279,2302,1,5060,1,5075,2,5095,3,0,0,0,0,0,0,15,1,17,1
1280,2303,1,5060,1,5075,1,5061,1,5095,1,0,0,0,0,15,1,17,1
1281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,-1,0
1282,4132,1,5282,1,5505,1,5461,2,0,0,0,0,0,0,5,4,4,4
1283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,4
1284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,-1,0
1285,3405,1,5282,2,5327,2,5336,1,0,0,0,0,0,0,5,4,4,4
1286,4482,1,5282,1,5337,1,0,0,0,0,0,0,0,0,5,5,4,4
1287,3691,1,3602,1,5282,1,5320,1,0,0,0,0,0,0,10,1,-1,0
1288,3911,1,3830,1,5285,1,5510,1,5092,1,5320,1,0,0,11,1,-1,0
1289,5287,1,5314,1,5525,1,0,0,0,0,0,0,0,0,11,1,-1,0
1290,2915,1,5287,1,5064,1,5320,1,0,0,0,0,0,0,10,1,-1,0
1291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,5
1292,3443,1,5285,2,5328,2,5337,1,0,0,0,0,0,0,5,5,4,5
1293,3471,1,5285,1,5328,1,5337,1,5322,1,0,0,0,0,5,6,4,5
1294,4155,1,5285,1,5505,1,5462,2,0,0,0,0,0,0,5,6,4,5
1295,5286,1,5313,1,5525,1,0,0,0,0,0,0,0,0,11,1,-1,0
1296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,5
1297,3244,1,5286,2,5277,2,5064,1,5328,1,0,0,0,0,11,1,-1,0
1298,4516,1,5285,1,5322,1,0,0,0,0,0,0,0,0,5,6,4,6
1299,2298,1,5285,1,5494,1,5376,1,5094,1,0,0,0,0,5,6,4,6
1300,3694,1,5285,1,5059,1,5094,1,0,0,0,0,0,0,5,6,4,5
1301,3213,1,5285,3,5322,1,0,0,0,0,0,0,0,0,5,6,4,6
1302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,6
1303,3916,1,5285,2,5322,1,5065,1,0,0,0,0,0,0,5,6,4,6
1304,5290,1,5317,1,5525,1,0,0,0,0,0,0,0,0,11,3,-1,0
1305,5288,1,5316,1,5525,1,0,0,0,0,0,0,0,0,11,3,-1,0
1306,5289,1,5288,2,5531,9,0,0,0,0,0,0,0,0,17,1,-1,0
1307,5584,1,5289,1,5288,1,5322,1,0,0,0,0,0,0,17,1,16,1
1308,5583,1,5289,1,5288,1,5322,1,0,0,0,0,0,0,17,1,16,1
1309,5582,1,5289,1,5288,1,5322,1,0,0,0,0,0,0,17,1,16,1
1310,5581,1,5289,1,5288,1,5322,1,0,0,0,0,0,0,17,1,16,1
1311,2933,1,5288,1,5068,1,5322,1,0,0,0,0,0,0,11,3,10,2
1312,2930,1,5288,1,5068,1,4900,1,2617,1,0,0,0,0,11,3,10,2
1313,1740,1,5567,1,5061,1,0,0,0,0,0,0,0,0,11,3,10,2
1314,3922,1,5288,1,5095,1,5322,1,0,0,0,0,0,0,11,3,10,2
1315,3479,1,5288,1,5328,1,5338,1,0,0,0,0,0,0,11,3,10,2
1316,3920,1,5288,1,5328,1,0,0,0,0,0,0,0,0,11,3,10,2
1317,4380,1,5288,1,5322,1,0,0,0,0,0,0,0,0,11,3,10,2
1318,3242,1,5288,1,5282,1,5061,2,0,0,0,0,0,0,11,3,10,2
1319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,10,2
1320,3699,1,5288,1,5061,1,5337,1,0,0,0,0,0,0,11,3,10,2
1321,2924,1,5288,1,5321,1,5186,1,0,0,0,0,0,0,11,3,10,2
1322,3936,1,5288,2,5329,1,5321,1,0,0,0,0,0,0,11,3,10,2
1323,3238,1,5288,1,5328,2,5338,1,0,0,0,0,0,0,11,3,10,2
1324,3710,1,5288,1,5338,1,5322,1,0,0,0,0,0,0,11,3,10,2
1325,3931,1,5288,1,5338,1,5510,1,0,0,0,0,0,0,11,3,10,2
1326,3233,1,5288,2,5328,1,5337,1,5338,1,0,0,0,0,11,3,10,2
1327,3716,1,5288,1,5338,1,5064,1,0,0,0,0,0,0,11,3,10,2
1328,3937,1,5288,1,5329,1,5338,1,5064,1,0,0,0,0,11,3,10,2
1329,3239,1,5288,2,5329,2,5328,1,5064,1,0,0,0,0,11,3,10,2
1330,3708,1,5288,1,5329,1,5338,1,0,0,0,0,0,0,11,3,10,2
1331,3929,1,5288,1,5322,1,5061,1,0,0,0,0,0,0,11,3,10,2
1332,3489,1,5288,3,5329,1,5337,1,0,0,0,0,0,0,11,3,10,2
1333,3714,1,5288,1,5329,1,5338,1,0,0,0,0,0,0,11,3,10,2
1334,3935,1,5288,1,5329,1,5061,1,0,0,0,0,0,0,11,3,10,2
1335,3237,1,5288,2,5329,2,5337,1,5338,1,5063,1,0,0,11,3,10,2
1336,3711,1,5288,1,5338,1,0,0,0,0,0,0,0,0,11,3,10,2
1337,3932,1,5288,2,5337,1,5510,1,0,0,0,0,0,0,11,3,10,2
1338,3707,1,5288,1,5322,1,5061,1,0,0,0,0,0,0,11,3,10,2
1339,3230,1,5288,1,5285,2,5338,1,5061,1,0,0,0,0,11,3,10,2
1340,3709,1,5288,2,5337,1,5066,1,0,0,0,0,0,0,11,3,10,2
1341,3930,1,5288,1,5337,1,5066,2,5510,1,0,0,0,0,11,3,10,2
1342,3934,1,5288,2,5066,1,5510,1,0,0,0,0,0,0,11,3,10,2
1343,3481,1,5288,2,5322,1,5066,1,0,0,0,0,0,0,11,3,10,2
1344,3706,1,5288,1,5322,1,5068,1,0,0,0,0,0,0,11,3,10,2
1345,3927,1,5288,1,5338,1,5510,1,0,0,0,0,0,0,11,3,10,2
1346,3933,1,5288,2,5321,1,5510,1,0,0,0,0,0,0,11,3,10,2
1347,3726,1,5583,1,5290,1,5322,1,5068,1,0,0,0,0,17,1,16,1
1348,3500,1,5289,1,5288,1,5329,1,5321,1,0,0,0,0,17,1,16,1
1349,3944,1,5584,1,5290,2,5322,1,5068,1,0,0,0,0,17,1,16,1
1350,3258,1,5581,1,5290,1,5322,1,5329,1,5068,1,0,0,17,1,16,1
1351,3259,1,5104,1,5289,1,5321,1,5329,1,5327,1,0,0,17,1,16,1
1352,4388,1,5289,1,5288,1,5321,1,0,0,0,0,0,0,17,1,16,1
1353,3499,1,5582,1,5290,1,5322,1,5329,1,0,0,0,0,17,1,16,1
1354,2939,1,5289,1,5329,1,5336,1,5360,1,0,0,0,0,17,1,16,1
1355,2938,1,5289,1,5329,1,5183,1,0,0,0,0,0,0,17,1,16,1
1356,3725,1,5289,1,5329,1,5338,1,0,0,0,0,0,0,17,1,16,1
1357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,16,1
1358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,16,1
1359,3945,1,5289,1,5288,1,5321,1,0,0,0,0,0,0,17,1,16,1
1360,4181,1,5289,1,5505,1,5061,1,0,0,0,0,0,0,17,1,16,1
1361,4526,1,5289,1,5288,1,5338,2,0,0,0,0,0,0,17,1,16,1
1362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,-1,0
1363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,4
1364,3076,1,3009,1,5325,2,5057,1,5334,1,0,0,0,0,12,1,-1,0
1365,3105,1,2998,1,5325,1,5276,2,5334,1,5063,1,0,0,10,1,-1,0
1366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,4
1367,3407,1,5327,1,5336,1,5282,2,0,0,0,0,0,0,6,5,4,4
1368,3411,1,5327,1,5336,1,5282,1,5320,1,5093,1,0,0,6,5,4,4
1369,3146,1,5327,3,5337,1,5277,1,5321,1,0,0,0,0,6,5,4,4
1370,3137,1,3012,1,5326,1,5327,1,5335,1,0,0,0,0,12,1,-1,0
1371,3640,1,5328,2,5337,1,0,0,0,0,0,0,0,0,6,5,4,4
1372,2785,1,2657,1,5326,1,5327,1,5335,1,0,0,0,0,12,1,-1,0
1373,3881,1,5328,2,5337,1,5510,1,0,0,0,0,0,0,6,5,4,5
1374,3406,1,3342,1,5336,1,0,0,0,0,0,0,0,0,10,1,-1,0
1375,3182,1,3098,1,5327,1,5326,1,5064,1,5336,1,0,0,12,1,-1,0
1376,2855,1,2702,1,5328,1,0,0,0,0,0,0,0,0,10,1,-1,0
1377,2888,1,2759,1,5277,1,5328,1,5320,1,0,0,0,0,12,1,-1,0
1378,3208,1,3108,1,5336,1,5196,1,5282,1,5320,1,0,0,12,1,-1,0
1379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4,5
1380,3914,1,5329,2,5337,1,5510,1,0,0,0,0,0,0,6,6,4,5
1381,3469,1,5328,1,5337,1,5285,1,5322,1,5094,1,0,0,6,6,4,5
1382,3696,1,5329,2,5337,2,0,0,0,0,0,0,0,0,6,6,4,6
1383,6214,1,5330,1,5338,1,5359,1,0,0,0,0,0,0,6,99,-1,0
1384,6190,1,5061,3,0,0,0,0,0,0,0,0,0,0,3,99,-1,0
1385,6200,1,5330,1,5338,1,5359,1,0,0,0,0,0,0,6,99,-1,0
1386,5338,2,5350,2,5491,1,0,0,0,0,0,0,0,0,12,3,-1,0
1387,5330,1,5338,2,5501,9,0,0,0,0,0,0,0,0,18,1,-1,0
1388,5578,1,5330,1,5338,2,0,0,0,0,0,0,0,0,18,1,16,1
1389,5580,1,5330,1,5338,2,0,0,0,0,0,0,0,0,18,1,16,1
1390,5579,1,5330,1,5338,2,0,0,0,0,0,0,0,0,18,1,16,1
1391,5577,1,5330,1,5338,2,0,0,0,0,0,0,0,0,18,1,16,1
1392,2895,1,5329,2,5337,1,5336,1,5066,1,0,0,0,0,6,6,4,6
1393,3698,1,5329,2,5337,1,5336,1,0,0,0,0,0,0,6,6,4,6
1394,3918,1,5329,2,5337,1,5336,1,5510,1,0,0,0,0,6,6,4,6
1395,3215,1,5329,2,5337,2,5336,1,5066,1,0,0,0,0,6,6,4,6
1396,3475,1,5329,1,5328,1,5337,1,5336,1,5066,1,0,0,6,6,4,6
1397,2925,1,5328,1,5338,2,5359,1,0,0,0,0,0,0,12,3,10,2
1398,2934,1,5328,2,5338,1,5068,1,0,0,0,0,0,0,12,3,10,2
1399,3249,1,5328,2,5338,2,5322,1,0,0,0,0,0,0,12,3,10,2
1400,2920,1,5328,2,5338,1,5414,1,0,0,0,0,0,0,12,3,10,2
1401,2929,1,5328,1,5338,1,5288,1,5064,1,0,0,0,0,12,3,10,2
1402,2927,1,5068,1,5329,1,5338,1,5327,1,0,0,0,0,12,3,10,2
1403,3478,1,5328,2,5338,2,0,0,0,0,0,0,0,0,12,3,10,2
1404,3477,1,5328,1,5338,1,5286,1,5322,1,5095,1,0,0,12,3,10,2
1405,2913,1,5328,2,5338,1,5359,1,5064,1,0,0,0,0,12,3,10,2
1406,3240,1,5328,3,5338,2,5066,1,0,0,0,0,0,0,12,3,10,2
1407,3490,1,5329,3,5338,2,0,0,0,0,0,0,0,0,12,3,10,2
1408,3715,1,5329,2,5338,2,5321,1,0,0,0,0,0,0,12,3,10,2
1409,3485,1,5329,2,5068,1,5338,1,0,0,0,0,0,0,12,3,10,2
1410,3491,1,5329,2,5338,1,5288,1,0,0,0,0,0,0,12,3,10,2
1411,3483,1,5329,3,5338,2,0,0,0,0,0,0,0,0,12,3,10,2
1412,3231,1,5329,3,5282,3,5338,2,0,0,0,0,0,0,12,3,10,2
1413,3486,1,5328,1,5338,1,5068,1,0,0,0,0,0,0,12,3,10,2
1414,3234,1,5328,2,5338,1,5068,1,5288,1,0,0,0,0,12,3,10,2
1415,3482,1,5329,4,5338,1,5061,1,0,0,0,0,0,0,12,3,10,2
1416,3484,1,5329,3,5338,2,0,0,0,0,0,0,0,0,12,3,10,2
1417,3232,1,5329,2,5338,1,5066,2,5183,1,5186,1,0,0,12,3,10,2
1418,3488,1,5329,3,5328,1,5338,1,0,0,0,0,0,0,12,3,10,2
1419,3713,1,5329,1,5328,1,5338,1,5321,1,0,0,0,0,12,3,10,2
1420,3236,1,5329,2,5328,2,5338,1,5061,1,0,0,0,0,12,3,10,2
1421,3229,1,5329,3,5328,2,5338,2,0,0,0,0,0,0,12,3,10,2
1422,3487,1,5329,2,5288,1,5068,1,0,0,0,0,0,0,12,3,10,2
1423,3712,1,5329,2,5338,2,0,0,0,0,0,0,0,0,12,3,10,2
1424,3235,1,5329,2,5328,2,5338,1,5068,2,0,0,0,0,12,3,10,2
1425,3946,1,5580,1,5338,1,5068,1,5510,1,0,0,0,0,18,1,16,1
1426,3727,1,5579,1,5338,1,5068,1,5064,1,0,0,0,0,18,1,16,1
1427,3728,1,5579,1,5338,1,5068,1,5064,1,0,0,0,0,18,1,16,1
1428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,16,1
1429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,16,1
1430,3501,1,5330,1,5338,1,5288,1,5322,1,5061,1,0,0,18,1,16,1
1431,2941,1,5577,1,5338,1,5068,1,0,0,0,0,0,0,18,1,16,1
1432,2942,1,5577,1,5338,1,5068,1,0,0,0,0,0,0,18,1,16,1
1433,3502,1,5330,1,5329,1,5338,1,5288,1,0,0,0,0,18,1,16,1
